source, source.label, ref_area
"BA:15666","LFS - Labour Force Survey","LSO"
"BA:13","LFS - Integrated Labour Force Survey","LSO"
"BX:6645","HS - Continuous Multi-Purpose Household Survey","LSO"
"BX:7221","HS - Multiple Indicator Cluster Survey, UNICEF","LSO"
"AA:1363","PC - Population Census","LSO"
"FI:15","ADM-RWO - Trade unions records","LSO"
"FX:3239","ADM - Labour legislation","LSO"
"FX:1364","ADM - Other Administrative records and related sources","LSO"
"GA:2405","CPS - Consumer Price Survey","LSO"
"GA:14","CPS - Consumer Price Survey, Main City","LSO"
"XA:6642","ILO - Social Security Inquiry Database","LSO"
"XA:1920","ILO - Modelled Estimates","LSO"
"XA:15815","ILO - Calculations based on information from ILO textual sources","LSO"
"BE:5900","LFS-ADJ - EU Labour Force Survey adjusted series","LTU"
"BA:2245","LFS - EU Labour Force Survey","LTU"
"BA:185","LFS - Labour Force Survey","LTU"
"BB:3065","HIES - EU Statistics on Income and Living Conditions","LTU"
"AA:1365","PC - Population Census","LTU"
"DA:1366","ES - Monthly Earnings Survey","LTU"
"DA:8335","ES - Labour-related Establishment Survey","LTU"
"DA:13352","ES - Labour Cost Survey","LTU"
"DA:12956","ES - Structure of Earnings Survey","LTU"
"DA:1367","ES - Statistical Survey On Strikes","LTU"
"FF:313","ADM-LIR - Labour Inspectorate Records","LTU"
"FI:8270","ADM-RWO - Records of union confederations and independent unions","LTU"
"FJ:14081","ADM-PR - Population Register","LTU"
"FX:3361","ADM - Labour legislation","LTU"
"EA:6394","OE - Annual Statistics on Earnings","LTU"
"EA:14080","OE - Migration statistics","LTU"
"GA:314","CPS - Consumer Price Survey","LTU"
"XA:6516","ILO - Social Security Inquiry Database","LTU"
"XA:1871","ILO - Modelled Estimates","LTU"
"XA:15761","ILO - Calculations based on information from ILO textual sources","LTU"
"XX:8271","OS - Estimations based on Administrative data on enterprise bargaining","LTU"
"BE:5889","LFS-ADJ - EU Labour Force Survey adjusted series","LUX"
"BA:2261","LFS - EU Labour Force Survey","LUX"
"BA:186","LFS - Labour Force Survey","LUX"
"BB:6341","HIES - EU Statistics on Income and Living Conditions","LUX"
"AA:1370","PC - Population Census","LUX"
"CA:1371","EC - Six-monthly harmonized Survey on Earnings and average hours of Work offered","LUX"
"DA:3111","ES - Structure of Earnings Survey","LUX"
"FA:315","ADM-IR - Register of the Accident Insurance Association","LUX"
"FA:189","ADM-IR - Register of the general Inspection of Social Security","LUX"
"FI:8272","ADM-RWO - Records of affiliated and independent unions","LUX"
"FJ:14069","ADM-PR - National Registry of Natural Persons","LUX"
"FX:7130","ADM - Administrative records and related sources","LUX"
"FX:3359","ADM - Labour legislation","LUX"
"EA:190","OE - STATEC Estimates","LUX"
"GA:187","CPS - Consumer Price Index","LUX"
"XA:6453","ILO - Social Security Inquiry Database","LUX"
"XA:1922","ILO - Modelled Estimates","LUX"
"XA:15817","ILO - Calculations based on information from ILO textual sources","LUX"
"XX:8273","OS - Estimations based on Administrative data","LUX"
"BE:5880","LFS-ADJ - EU Labour Force Survey adjusted series","LVA"
"BA:2246","LFS - EU Labour Force Survey","LVA"
"BA:391","LFS - Labour Force Survey","LVA"
"BB:3074","HIES - EU Statistics on Income and Living Conditions","LVA"
"AA:1376","PC - Population Census","LVA"
"DA:7356","ES - Labour-related Establishment Survey","LVA"
"DA:12955","ES - Structure of Earnings Survey","LVA"
"DA:395","ES - Survey of economically Active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as Administrative data.","LVA"
"DA:393","ES - Other Establishment Survey","LVA"
"FF:6340","ADM-LIR - State Labour Inspection Records","LVA"
"FI:637","ADM-RWO - Trade unions records","LVA"
"FX:397","ADM - Administrative Records","LVA"
"FX:3353","ADM - Labour legislation","LVA"
"EA:14086","OE - Population estimates","LVA"
"EA:14089","OE - Migration Estimates","LVA"
"GA:2408","CPS - Consumer Price Survey","LVA"
"XA:6518","ILO - Social Security Inquiry Database","LVA"
"XA:1835","ILO - Modelled Estimates","LVA"
"XA:15780","ILO - Calculations based on information from ILO textual sources","LVA"
"BA:241","LFS - Employment Survey","MAC"
"AA:1381","PC - Population Census","MAC"
"DA:1382","ES - Labour-related Establishment Survey","MAC"
"FF:243","ADM-LIR - Labour Affairs Bureau","MAC"
"FX:8336","ADM - Administrative records and related sources","MAC"
"GA:2415","CPS - Consumer Price Survey","MAC"
"XA:6422","ILO - Social Security Inquiry Database","MAC"
"XA:1924","ILO - Modelled Estimates","MAC"
"BA:615","LFS - National Employment Survey","MAR"
"BB:7026","HIES - Household Income and Expenditure Survey","MAR"
"AA:1383","PC - Population Census","MAR"
"FA:1385","ADM-IR - Insurance Records","MAR"
"FB:1386","ADM-EOR - Registered job-seekers","MAR"
"FX:617","ADM - Records of the Division for Monitoring the implementation of labour legislation","MAR"
"FX:618","ADM - Records of the Office for Human ReSources and General Affairs","MAR"
"FX:619","ADM - Register of Regional and Prefectoral Employment Authorities","MAR"
"FX:3351","ADM - Labour legislation","MAR"
"FX:1388","ADM - Other Administrative records and related sources, Occupational Injuries","MAR"
"FX:1387","ADM - Other Administrative records and related sources, Strikes and Lockouts","MAR"
"FX:16063","ADM - Other Administrative records and related sources, Industrial relations","MAR"
"EA:616","OE - Population projections of the Demographic Studies and Research Center","MAR"
"GA:2409","CPS - Cost of Living Index","MAR"
"XA:6520","ILO - Social Security Inquiry Database","MAR"
"XA:2029","ILO - Modelled Estimates","MAR"
"XA:16172","ILO - Calculations based on information from ILO textual sources","MAR"
"AA:1389","PC - Population Census","MCO"
"FA:7390","ADM-IR - Social Insurance Funds","MCO"
"BA:571","LFS - Labour Force Survey","MDA"
"BX:6381","HS - School to Work Transition Survey","MDA"
"DA:1390","ES - Survey on Employment, Remuneration and Hours of Work","MDA"
"DA:15721","ES - Survey on Accidents at Work","MDA"
"DA:15719","ES - Work Security and Health Survey","MDA"
"DA:15720","ES - Labour protection Survey","MDA"
"FF:577","ADM-LIR - Labour Inspectorate Records","MDA"
"FI:638","ADM-RWO - Trade unions records","MDA"
"FX:3349","ADM - Labour legislation","MDA"
"EA:570","OE - Estimates based on Population Census","MDA"
"EA:15650","OE - Population and demographic processes statistics","MDA"
"GA:573","CPS - Consumer Price Survey","MDA"
"XA:6522","ILO - Social Security Inquiry Database","MDA"
"XA:2031","ILO - Modelled Estimates","MDA"
"XA:15819","ILO - Calculations based on information from ILO textual sources","MDA"
"BA:7423","LFS - National Survey on Employment and the Informal Sector","MDG"
"BA:1394","LFS - Labour force Survey","MDG"
"BC:2218","CLS - Child Labour Survey","MDG"
"BX:15699","HS - National Child Labour Survey","MDG"
"BX:6379","HS - School to Work Transition Survey","MDG"
"BX:220","HS - Periodic Household Survey","MDG"
"AA:1393","PC - Population Census","MDG"
"DA:1395","ES - Labour-related Establishment Survey","MDG"
"FB:1397","ADM-EOR - Labour market statistics","MDG"
"FX:1398","ADM - Administrative records and related sources","MDG"
"FX:3348","ADM - Labour legislation","MDG"
"EA:1396","OE - Official Estimates","MDG"
"GA:221","CPS - Consumer Price Index","MDG"
"GA:8305","CPS - Consumer Price Index, Europeans","MDG"
"XA:6407","ILO - Social Security Inquiry Database","MDG"
"XA:1848","ILO - Modelled Estimates","MDG"
"XA:15749","ILO - Calculations based on information from ILO textual sources","MDG"
"BB:704","HIES - Household Income and Expenditure Survey","MDV"
"AA:705","PC - Population Census","MDV"
"DA:8341","ES - Special data collection","MDV"
"FX:3346","ADM - Labour legislation","MDV"
"GA:2273","CPS - Consumer Price Survey","MDV"
"XA:6524","ILO - Social Security Inquiry Database","MDV"
"XA:1928","ILO - Modelled Estimates","MDV"
"XA:15821","ILO - Calculations based on information from ILO textual sources","MDV"
"FX:16190","ADM - Civil Service Commission","MDV"
"BA:463","LFS - National Occupation and Employment Survey","MEX"
"BB:7028","HIES - Household Income and Expenditure Survey","MEX"
"BC:15951","CLS - National Occupation and Employment Survey, Child labour module","MEX"
"AA:1399","PC - Population Census","MEX"
"DA:1401","ES - Monthly Industrial Survey","MEX"
"FA:464","ADM-IR - Mexican Social Security Institute statistical report","MEX"
"FA:1404","ADM-IR - Insurance Records, other","MEX"
"FX:465","ADM - Administrative Records of the Federal Office for conciliation and arbitration","MEX"
"FX:462","ADM - Administrative Records on labour Relations of local juridiction","MEX"
"FX:466","ADM - Administrative Records of the Secretariat for Labour and Social security","MEX"
"EA:1402","OE - Official Estimates","MEX"
"EB:15647","Other - Statistical bulletin of the Migration Policy Unit of the Government Secretariat","MEX"
"GA:2421","CPS - Consumer Price Index","MEX"
"JA:3443","SNA - National Accounts","MEX"
"XA:6457","ILO - Social Security Inquiry Database","MEX"
"XA:1875","ILO - Modelled Estimates","MEX"
"XA:15782","ILO - Calculations based on information from ILO textual sources","MEX"
"BB:14101","HIES - Household Income and Expenditure Survey","MHL"
"BX:1407","HS - Community Survey","MHL"
"AA:1406","PC - Population Census","MHL"
"FX:16091","ADM - Legislation du Travail","MHL"
"EA:72","OE - Social Security plus EPPSO Estimates","MHL"
"GA:2293","CPS - Consumer Price Survey","MHL"
"XA:6526","ILO - Social Security Inquiry Database","MHL"
"XA:16149","ILO - Calculations based on information from ILO textual sources","MHL"
"BA:501","LFS - Labour Force Survey","MKD"
"BB:13357","HIES - EU Statistics on Income and Living Conditions","MKD"
"BB:503","HIES - Household Budget Survey","MKD"
"BX:6378","HS - School to Work Transition Survey","MKD"
"BX:13109","HS - Multiple Indicator Cluster Survey, UNICEF","MKD"
"AA:1408","PC - Population Census","MKD"
"DA:3100","ES - Survey on employees and net wages","MKD"
"DA:2601","ES - Structure of Earnings Survey","MKD"
"FB:1410","ADM-EOR - Records on employment, Unemployment and Unemployment benefit claimants","MKD"
"FX:8337","ADM - Administrative records and related sources","MKD"
"FX:3520","ADM - Administrative Records","MKD"
"FX:13348","ADM - Labour legislation","MKD"
"FX:14107","ADM - Migration statistics, Ministry of Interior","MKD"
"GA:2412","CPS - Cost of Living Index","MKD"
"XA:6424","ILO - Social Security Inquiry Database","MKD"
"XA:2039","ILO - Modelled Estimates","MKD"
"XA:15823","ILO - Calculations based on information from ILO textual sources","MKD"
"BA:219","LFS - Continous Household Employment Survey","MLI"
"BC:2213","CLS - Child Labour Survey","MLI"
"AA:1411","PC - Population and Housing Census","MLI"
"FB:3505","ADM-EOR - Official register of the supply and demand of labour","MLI"
"FX:3343","ADM - Labour legislation","MLI"
"FX:1413","ADM - Other Administrative records and related sources","MLI"
"GA:8306","CPS - Consumer Price Index","MLI"
"GA:2413","CPS - Consumer Price Survey, Main City","MLI"
"XA:6528","ILO - Social Security Inquiry Database","MLI"
"XA:1830","ILO - Modelled Estimates","MLI"
"XA:15763","ILO - Calculations based on information from ILO textual sources","MLI"
"BE:5891","LFS-ADJ - EU Labour Force Survey adjusted series","MLT"
"BA:341","LFS - Labour Force Survey","MLT"
"BB:342","HIES - EU Statistics on Income and Living Conditions","MLT"
"AA:1414","PC - Population Census","MLT"
"CA:345","EC - Labour Cost Survey","MLT"
"DA:1415","ES - Labour-related Establishment Survey","MLT"
"DA:12953","ES - Structure of Earnings Survey","MLT"
"FB:1418","ADM-EOR - Registered Unemployment Records","MLT"
"FI:8274","ADM-RWO - Trade unions records","MLT"
"FX:3338","ADM - Labour legislation","MLT"
"FX:1419","ADM - Other Administrative records and related sources","MLT"
"FX:343","ADM - Records of Injury Benefits","MLT"
"FX:344","ADM - Records of the Department of Industrial and Employment Relations","MLT"
"EA:1416","OE - Official Estimates","MLT"
"GA:2418","CPS - Retail Price Index","MLT"
"XA:6459","ILO - Social Security Inquiry Database","MLT"
"XA:1932","ILO - Modelled Estimates","MLT"
"XA:15825","ILO - Calculations based on information from ILO textual sources","MLT"
"BA:7009","LFS - Labour Force Survey","MMR"
"BX:7084","HS - Household or Labour Force Survey","MMR"
"AA:1421","PC - Population Census","MMR"
"DA:1422","ES - Labour-related Establishment Survey","MMR"
"FB:1424","ADM-EOR - Employment Exchange Statistics","MMR"
"FF:1425","ADM-LIR - Labour Inspectorate Records","MMR"
"FX:6670","ADM - Administrative Records of the Department of Labour, Ministry of Labour, Immigration and Population","MMR"
"FX:1426","ADM - Other Administrative records and related sources","MMR"
"FX:16098","ADM - Legislation du Travail","MMR"
"EA:1423","OE - Official Estimates","MMR"
"EB:6659","Other - Statistical Yearbook","MMR"
"GA:2414","CPS - Consumer Price Survey","MMR"
"XA:6530","ILO - Social Security Inquiry Database","MMR"
"XA:1877","ILO - Modelled Estimates","MMR"
"XA:16176","ILO - Calculations based on information from ILO textual sources","MMR"
"BA:14129","LFS - Labour Force Survey","MNE"
"BX:14073","HS - School to Work Transition Survey","MNE"
"BX:13108","HS - Multiple Indicator Cluster Survey, UNICEF","MNE"
"AA:1427","PC - Population Census","MNE"
"DA:470","ES - Survey on employees and wages","MNE"
"DA:13001","ES - Structure of Earnings Survey","MNE"
"FX:13349","ADM - Labour legislation","MNE"
"GA:2277","CPS - Consumer Price Survey","MNE"
"XA:6400","ILO - Social Security Inquiry Database","MNE"
"XA:2234","ILO - Modelled Estimates","MNE"
"XA:15784","ILO - Calculations based on information from ILO textual sources","MNE"
"XX:8296","OS - Estimations based on Administrative data","MNE"
"BA:702","LFS - Labour Force Survey","MNG"
"BB:7019","HIES - Household Socio-Economic Survey","MNG"
"BX:15700","HS - Multiple Indicator Cluster Survey, UNICEF","MNG"
"AA:1428","PC - Population Census","MNG"
"DA:703","ES - Sample Survey on average wages and salaries of employees","MNG"
"FA:7391","ADM-IR - Report of the General Authority for Social insurance","MNG"
"FA:16066","ADM-IR - Report of the General Agency for Specialized Inspection","MNG"
"FB:5923","ADM-EOR - Monthly report of the Ministry of Labour","MNG"
"FB:16067","ADM-EOR - Report of the Minister for Labour and Social Protection","MNG"
"FL:13332","ADM-WP - Administrative Records of Ministry of Labour","MNG"
"FX:3336","ADM - Labour legislation","MNG"
"EA:1429","OE - Official Estimates","MNG"
"GA:2265","CPS - Consumer Price Survey","MNG"
"XA:6532","ILO - Social Security Inquiry Database","MNG"
"XA:1934","ILO - Modelled Estimates","MNG"
"XA:15827","ILO - Calculations based on information from ILO textual sources","MNG"
"FK:16188","ADM-EBR - Business register database","MNG"
"BA:1431","LFS - Labour Force Survey","MNP"
"AA:1430","PC - Population Census","MNP"
"GA:2297","CPS - Consumer Price Survey","MNP"
"BA:7013","LFS - Labour Force Survey","MOZ"
"BB:7018","HIES - Household Income and Expenditure Survey","MOZ"
"BB:8363","HIES - Household Budget Survey","MOZ"
"AA:1432","PC - Population Census","MOZ"
"DA:1433","ES - Labour-related Establishment Survey","MOZ"
"FX:3334","ADM - Labour legislation","MOZ"
"EA:108","OE - Projections based on the Population and Housing Census","MOZ"
"GA:2311","CPS - Consumer Price Survey","MOZ"
"GA:12890","CPS - Consumer Price Survey, Main City","MOZ"
"XA:6534","ILO - Social Security Inquiry Database","MOZ"
"XA:1850","ILO - Modelled Estimates","MOZ"
"XA:15754","ILO - Calculations based on information from ILO textual sources","MOZ"
"XX:16052","OS - Estimations based on administrative data","MOZ"
"BA:3506","LFS - National Reference Survey on Employment and Informal Sector","MRT"
"BB:16077","HIES - Living Standards Survey","MRT"
"BX:13103","HS - Multiple Indicator Cluster Survey, UNICEF","MRT"
"AA:1434","PC - Population Census","MRT"
"FX:3333","ADM - Labour legislation","MRT"
"EA:1435","OE - Official Estimates","MRT"
"GA:2276","CPS - Consumer Price Survey","MRT"
"XA:6426","ILO - Social Security Inquiry Database","MRT"
"XA:1936","ILO - Modelled Estimates","MRT"
"XA:15829","ILO - Calculations based on information from ILO textual sources","MRT"
"BA:15746","LFS - Labour Force Survey","MSR"
"AA:1436","PC - Population Census","MSR"
"EA:1437","OE - Official Estimates","MSR"
"GA:2417","CPS - Consumer Price Survey","MSR"
"BA:1438","LFS - Employment Survey","MTQ"
"AA:90","PC - Population Census in overseas territories","MTQ"
"FB:91","ADM-EOR - Register of the Employment Office","MTQ"
"EA:1440","OE - Official Estimates","MTQ"
"GA:2416","CPS - Consumer Price Index","MTQ"
"XA:15930","ILO - Social Security Inquiry Database","MTQ"
"BA:82","LFS - Continuous Multi-Purpose Household Survey","MUS"
"BB:2492","HIES - Household Budget Survey","MUS"
"AA:1441","PC - Population Census","MUS"
"DA:1442","ES - Survey of Employment and Earnings","MUS"
"FF:16216","ADM-LIR - Occupational, Safety and Health Division, Ministry of Labour, Human Resource Development and Training","MUS"
"FA:1444","ADM-IR - Insurance Records","MUS"
"FA:2491","ADM-IR - Occupational Injuries","MUS"
"FB:1445","ADM-EOR - Registered Unemployment","MUS"
"FI:81","ADM-RWO - Ministry of Labour, Human Resource Development and Training - Registry of Association","MUS"
"FX:3330","ADM - Labour legislation","MUS"
"FX:792","ADM - Records of Employers and Workers' Organizations","MUS"
"EA:1443","OE - Official Estimates","MUS"
"GA:2419","CPS - Consumer Price Survey","MUS"
"JA:2493","SNA - Census of economic activities and annual Survey","MUS"
"XA:6538","ILO - Social Security Inquiry Database","MUS"
"XA:1938","ILO - Modelled Estimates","MUS"
"XA:15786","ILO - Calculations based on information from ILO textual sources","MUS"
"BA:1448","LFS - Labour Force Survey","MWI"
"BB:7392","HIES - Integrated Household Survey","MWI"
"BC:15685","CLS - National Child Labour Survey","MWI"
"BX:6380","HS - School to Work Transition Survey","MWI"
"AA:1447","PC - Population Census","MWI"
"DA:1449","ES - Labour-related Establishment Survey","MWI"
"FA:1450","ADM-IR - Insurance Records","MWI"
"FX:3328","ADM - Labour legislation","MWI"
"GA:8311","CPS - Consumer Price Survey","MWI"
"GA:8310","CPS - Consumer Price Survey, high Income Group","MWI"
"GA:2420","CPS - Consumer Price Survey, Low Income Group","MWI"
"XA:6409","ILO - Social Security Inquiry Database","MWI"
"XA:1837","ILO - Modelled Estimates","MWI"
"XA:15831","ILO - Calculations based on information from ILO textual sources","MWI"
"BA:544","LFS - Labour Force Survey","MYS"
"AA:539","PC - Population and Housing Census","MYS"
"DA:7341","ES - Salaries and Wages Survey","MYS"
"DA:1462","ES - Survey of manufacturing industries","MYS"
"FA:1464","ADM-IR - Insurance Records","MYS"
"FB:1465","ADM-EOR - Registered Unemployment","MYS"
"FX:8338","ADM - Administrative records and related sources","MYS"
"FX:6674","ADM - Administrative Records of the Immigration Bureau, Ministry of Home Affairs","MYS"
"FX:7385","ADM - Labour legislation","MYS"
"FX:1466","ADM - Labour Relations Records","MYS"
"FX:3523","ADM - Records of the Ministry of Human ReSources","MYS"
"GA:546","CPS - Consumer Price Survey","MYS"
"XA:6428","ILO - Social Security Inquiry Database","MYS"
"XA:1940","ILO - Modelled Estimates","MYS"
"XA:16138","ILO - Calculations based on information from ILO textual sources","MYS"
"XX:8295","OS - Estimations based on Administrative data","MYS"
"BA:1468","LFS - Labour Force Survey","NAM"
"BB:7017","HIES - Household Income and Expenditure Survey","NAM"
"AA:1467","PC - Population Census","NAM"
"CA:1469","EC - Economic or Establishment Census","NAM"
"FA:1470","ADM-IR - Insurance Records","NAM"
"FX:1471","ADM - Administrative records and related sources","NAM"
"GA:2292","CPS - Consumer Price Survey","NAM"
"XA:6544","ILO - Social Security Inquiry Database","NAM"
"XA:1881","ILO - Modelled Estimates","NAM"
"XA:15765","ILO - Calculations based on information from ILO textual sources","NAM"
"XX:16053","OS - Estimations based on administrative data","NAM"
"BA:15961","LFS - Labour Force Survey","NCL"
"AA:92","PC - Population Census","NCL"
"FA:93","ADM-IR - Records of the Enterprises' and Establishments' identification directory and of the Family allowances fund","NCL"
"FB:1475","ADM-EOR - Statistics on Registered Unemployed Persons","NCL"
"FX:6360","ADM - Other Administrative records and related sources","NCL"
"GA:2423","CPS - Consumer Price Index","NCL"
"XA:6467","ILO - Social Security Inquiry Database","NCL"
"XA:1942","ILO - Modelled Estimates","NCL"
"BA:1477","LFS - Labour Force Survey","NER"
"BA:14071","LFS - National Survey on Employment and the Informal Sector","NER"
"BB:13367","HIES - National Survey on Household Living Conditions","NER"
"BX:13067","HS - Demographic and Health Survey","NER"
"BX:14102","HS - National Migration Survey","NER"
"AA:1476","PC - Population and Housing Census","NER"
"DA:731","ES - Annual Activity Report from the National Social Security Office","NER"
"DA:733","ES - Establishment Survey","NER"
"FA:1479","ADM-IR - Insurance Records","NER"
"FX:3326","ADM - Labour legislation","NER"
"FX:1482","ADM - Other Administrative records and related sources","NER"
"EA:728","OE - Official Estimates on Employment","NER"
"GA:13383","CPS - Consumer Price Survey","NER"
"GA:2424","CPS - Consumer Price Index, Africans","NER"
"GA:730","CPS - Consumer Price Index, Europeans","NER"
"JA:729","SNA - National Accounts Estimates","NER"
"XA:6546","ILO - Social Security Inquiry Database","NER"
"XA:1852","ILO - Modelled Estimates","NER"
"XA:15833","ILO - Calculations based on information from ILO textual sources","NER"
"AA:1483","PC - Population Census","NFK"
"GA:2285","CPS - Consumer Price Survey","NFK"
"BA:8313","LFS - Unemployment, Under-employment Watch","NGA"
"BB:15954","HIES - Socio Economic Survey","NGA"
"BX:7338","HS - General Household Survey","NGA"
"BX:13095","HS - Multiple Indicator Cluster Survey, UNICEF","NGA"
"AA:1484","PC - Population Census","NGA"
"DA:5852","ES - Job Creation Survey","NGA"
"FB:1488","ADM-EOR - Employment Exchange Statistics","NGA"
"FX:3323","ADM - Labour legislation","NGA"
"FX:1489","ADM - Labour Relations Records","NGA"
"FX:1490","ADM - Other Administrative records and related sources","NGA"
"GA:2280","CPS - Consumer Price Survey","NGA"
"GA:12891","CPS - Consumer Price Survey, Urban areas","NGA"
"XA:6548","ILO - Social Security Inquiry Database","NGA"
"XA:1944","ILO - Modelled Estimates","NGA"
"XA:15788","ILO - Calculations based on information from ILO textual sources","NGA"
"XX:16055","OS - Estimations based on administrative data","NGA"
"BA:692","LFS - Continous Household Survey","NIC"
"BB:5868","HIES - National Household Survey on Measuring Living Conditions","NIC"
"AA:1491","PC - Population Census","NIC"
"DA:164","ES - Monthly Survey on Employment and Wages in formal sector Establishments","NIC"
"FA:1494","ADM-IR - Insurance Records","NIC"
"FA:1495","ADM-IR - Insurance Records, other","NIC"
"FX:166","ADM - Administrative Records of the Office for Economic and Social Statistics in the Ministry of Labour","NIC"
"FX:167","ADM - Human ReSources report of the Ministry of Labour","NIC"
"FX:169","ADM - Administrative Records of the Directorate for Collective Rights and of Regional Inspection Offices","NIC"
"FX:646","ADM - Administrative Records of the Trade Unions' Directorates","NIC"
"FX:165","ADM - Central and regional Labour Inspection Records","NIC"
"FX:1496","ADM - Other Administrative records and related sources","NIC"
"EA:1493","OE - Official Estimates","NIC"
"GA:2425","CPS - Consumer Price Index","NIC"
"GA:12892","CPS - Consumer Price Survey, Main City","NIC"
"XA:6469","ILO - Social Security Inquiry Database","NIC"
"XA:1883","ILO - Modelled Estimates","NIC"
"XA:15835","ILO - Calculations based on information from ILO textual sources","NIC"
"BB:16124","HIES - Household Income and Expenditure Survey","NIU"
"AA:1497","PC - Population Census","NIU"
"GA:2429","CPS - Retail Price Index","NIU"
"BE:5882","LFS-ADJ - EU Labour Force Survey adjusted series","NLD"
"BA:2236","LFS - EU Labour Force Survey","NLD"
"BA:193","LFS - Labour Force Survey","NLD"
"BB:3060","HIES - EU Statistics on Income and Living Conditions","NLD"
"AA:1499","PC - Population Census","NLD"
"DA:1500","ES - Structure of Earnings Survey","NLD"
"FA:1502","ADM-IR - Insurance Records","NLD"
"FA:6342","ADM-IR - Working Conditions Survey","NLD"
"FX:3356","ADM - Labour legislation","NLD"
"FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","NLD"
"EA:1501","OE - Official Estimates","NLD"
"EB:1504","Other - Special data collection","NLD"
"GA:2426","CPS - Price Index Numbers of Final Consumption Expenditure","NLD"
"JA:3427","SNA - National Accounts","NLD"
"XA:6430","ILO - Social Security Inquiry Database","NLD"
"XA:1946","ILO - Modelled Estimates","NLD"
"XA:15748","ILO - Calculations based on information from ILO textual sources","NLD"
"BE:5890","LFS-ADJ - EU Labour Force Survey adjusted series","NOR"
"BA:2250","LFS - EU Labour Force Survey","NOR"
"BA:284","LFS - Labour Force Survey","NOR"
"BB:3054","HIES - EU Statistics on Income and Living Conditions","NOR"
"AA:1505","PC - Population Census","NOR"
"DA:287","ES - Labour-related Establishment Survey","NOR"
"DA:13350","ES - Labour Cost Survey","NOR"
"DA:12951","ES - Structure of Earnings Survey","NOR"
"FF:286","ADM-LIR - Directorate of labour Inspection Records","NOR"
"FI:1508","ADM-RWO - Records of Employers and Workers' Organizations","NOR"
"FX:15717","ADM - A-scheme, Labour and Welfare Administration","NOR"
"FX:639","ADM - Records of associations of wage earners and employers' associations","NOR"
"FX:15655","ADM - Labour and Welfare Administration, National Statistical Office and Tax Administration","NOR"
"EA:8344","OE - Combination of different Sources","NOR"
"EA:15651","OE - Employment among immigrants","NOR"
"GA:288","CPS - Consumer Price Survey","NOR"
"XA:6552","ILO - Social Security Inquiry Database","NOR"
"XA:2206","ILO - Modelled Estimates","NOR"
"FJ:16231","ADM-PR - Central Population Register","NOR"
"XA:15837","ILO - Calculations based on information from ILO textual sources","NOR"
"BA:1510","LFS - Labour Force Survey","NPL"
"BB:7344","HIES - Living Standards Survey","NPL"
"BX:7343","HS - Annual Household Survey","NPL"
"BX:6382","HS - School to Work Transition Survey","NPL"
"BX:15701","HS - Multiple Indicator Cluster Survey, UNICEF","NPL"
"AA:1509","PC - Population Census","NPL"
"FB:14090","ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security","NPL"
"FX:3315","ADM - Labour legislation","NPL"
"FX:1512","ADM - Labour Relations Records","NPL"
"GA:12893","CPS - Consumer Price Survey","NPL"
"XA:6471","ILO - Social Security Inquiry Database","NPL"
"XA:1947","ILO - Modelled Estimates","NPL"
"XA:16180","ILO - Calculations based on information from ILO textual sources","NPL"
"XX:16054","OS - Estimations based on administrative data","NPL"
"BB:14049","HIES - Household Income and Expenditure Survey","NRU"
"AA:1513","PC - Population Census","NRU"
"XA:6554","ILO - Social Security Inquiry Database","NRU"
"BA:117","LFS - Household Labour Force Survey","NZL"
"BB:119","HIES - Household Economic Survey","NZL"
"BX:15658","HS - General Social Survey","NZL"
"FX:16192","ADM - Business Employment Data","NZL"
"DA:111","ES - Quarterly Employment Survey","NZL"
"FA:1516","ADM-IR - Insurance Records","NZL"
"FB:110","ADM-EOR - Work stoppages records","NZL"
"FF:114","ADM-LIR - Labour Inspectorate Records","NZL"
"FI:109","ADM-RWO - Union Membership Return Report","NZL"
"FX:118","ADM - Linked employer-employee data","NZL"
"FX:3314","ADM - Labour legislation","NZL"
"FX:8276","ADM - Records of the Department of Business, Innovation and Employment","NZL"
"GA:2430","CPS - Consumer Price Survey","NZL"
"XA:6411","ILO - Social Security Inquiry Database","NZL"
"XA:1884","ILO - Modelled Estimates","NZL"
"XA:16139","ILO - Calculations based on information from ILO textual sources","NZL"
"AA:719","PC - General Census of Population Housing & Establishment","OMN"
"FX:16222","ADM - General Federation Of Oman Workers","OMN"
"FJ:16223","ADM-PR - Records of the Directorate General of Civil Status","OMN"
"EA:8345","OE - Official Estimates","OMN"
"FX:16224","ADM - Statistical Yearbook, National Centre for Statistics & Information","OMN"
"GA:12894","CPS - Consumer Price Survey","OMN"
"XA:6556","ILO - Social Security Inquiry Database","OMN"
"XA:1949","ILO - Modelled Estimates","OMN"
"XA:16154","ILO - Calculations based on information from ILO textual sources","OMN"
"BA:538","LFS - Labour Force Survey","PAK"
"BB:16125","HIES - Household Income and Expenditure Survey","PAK"
"AA:1522","PC - Population Census","PAK"
"FB:1524","ADM-EOR - Employment Exchange Statistics","PAK"
"FF:1525","ADM-LIR - Labour Inspectorate Records","PAK"
"FX:13339","ADM - Administrative Records of emigration and overseas employment","PAK"
"FX:13334","ADM - Administrative Records of missions abroad","PAK"
"FX:1526","ADM - Government Administrative Reports","PAK"
